study_id,meteorite_id,scientist_id,study_date
28759,19074,3095,2001-12-15
28760,12464,694,2022-12-29
28761,19327,26443,2001-06-01
28762,52596,9063,2015-12-28
28763,30244,26688,2017-04-08
28764,11397,29125,2025-05-25
28765,6541,11127,2000-07-02
28766,470,11492,2024-02-06
28767,23573,34106,2002-01-29
28768,7277,15093,2019-06-02
28769,55633,22209,2020-02-07
28770,49636,23461,2002-11-15
28771,13794,8864,2005-02-03
28772,48042,29466,2021-04-24
28773,521,23439,2023-12-19
28774,51023,33450,2020-01-12
28775,19258,4962,2018-09-18
28776,10430,10929,2017-10-13
28777,53643,26526,2016-07-29
28778,55144,1422,2014-06-05
28779,11150,17008,2018-01-26
28780,24391,21773,2025-06-28
28781,52052,19573,2010-05-11
28782,15592,36363,2003-03-30
28783,13383,33045,2006-10-15
28784,8983,1115,2001-07-31
28785,50373,34928,2003-09-27
28786,22229,8579,2023-12-01
28787,29056,19810,2002-07-11
28788,49453,8022,2005-03-19
28789,3853,19551,2008-08-24
28790,14448,10352,2015-02-10
28791,26991,27768,2005-09-06
28792,18937,8802,2020-06-11
28793,30325,15483,2015-09-07
28794,19977,3614,2016-05-03
28795,3443,35730,2015-09-06
28796,10969,19606,2025-07-09
28797,38279,27624,2012-05-07
28798,50164,27286,2003-08-23
28799,11710,1529,2009-11-19
28800,19756,13776,2009-06-06
28801,33630,9362,2013-05-25
28802,56885,16297,2020-02-07
28803,49857,10457,2001-09-13
28804,10900,16432,2014-04-17
28805,55776,19241,2017-04-06
28806,21525,28999,2020-10-19
28807,26836,27627,2023-02-03
28808,13436,26671,2023-08-15
28809,18914,4227,2011-12-21
28810,20919,31133,2016-06-25
28811,24826,18897,2000-06-30
28812,51422,18022,2021-04-24
28813,23113,13884,2000-10-14
28814,33563,20351,2011-09-27
28815,10824,14687,2016-07-02
28816,55646,25822,2012-01-26
28817,50022,32577,2005-11-26
28818,12650,8536,2003-06-10
28819,329,9672,2024-10-19
28820,50579,10088,2014-12-24
28821,15575,12092,2004-10-18
28822,48220,34174,2018-03-30
28823,23439,37518,2000-01-21
28824,19970,23393,2014-06-17
28825,27986,6147,2022-01-26
28826,39551,35125,2004-07-08
28827,3763,7618,2010-06-14
28828,12477,19151,2016-01-06
28829,24054,26363,2023-12-24
28830,1251,1114,2015-01-20
28831,46867,37393,2016-09-23
28832,21953,937,2020-08-06
28833,56664,15920,2016-11-04
28834,47997,21132,2007-10-20
28835,14707,6098,2010-09-25
28836,5540,22352,2024-10-05
28837,9516,21661,2020-07-19
28838,16462,14783,2004-09-28
28839,46855,16266,2010-07-26
28840,53058,1064,2011-06-28
28841,25286,12715,2000-07-14
28842,21124,32612,2000-06-06
28843,1266,9335,2008-02-09
28844,15781,9714,2021-05-26
28845,16055,3087,2014-09-09
28846,49920,453,2007-07-11
28847,27009,8894,2010-07-07
28848,1576,17996,2019-08-23
28849,53625,34991,2021-07-27
28850,52979,4374,2013-02-08
28851,16164,15289,2009-10-22
28852,54597,37813,2000-05-14
28853,7299,3073,2018-07-01
28854,26599,4411,2012-12-17
28855,27919,4783,2002-06-21
28856,11025,24153,2001-04-20
28857,18403,7798,2014-07-03
28858,25642,8397,2025-06-03
28859,53212,21105,2008-03-09
28860,51184,32914,2006-10-03
28861,26945,36215,2019-04-25
28862,47206,37827,2002-03-01
28863,8089,14099,2019-09-13
28864,6483,21037,2004-03-05
28865,15299,7420,2003-09-17
28866,22695,32467,2018-08-28
28867,26617,11049,2011-01-24
28868,40311,34057,2014-05-06
28869,57097,18927,2004-01-08
28870,15519,4943,2001-04-09
28871,6961,12577,2018-05-20
28872,49709,36120,2016-04-06
28873,26041,28775,2010-01-13
28874,15728,3803,2008-08-24
28875,16737,1264,2014-03-23
28876,26933,76,2025-11-04
28877,4253,9057,2019-04-30
28878,53210,35399,2010-08-16
28879,20391,28881,2018-10-11
28880,50098,29794,2024-06-12
28881,12943,34023,2012-10-21
28882,53489,36976,2005-12-31
28883,22181,13162,2015-04-04
28884,33553,1632,2023-09-29
28885,6116,30855,2018-08-08
28886,48190,9135,2006-11-14
28887,6012,31570,2022-11-13
28888,3501,10916,2017-10-13
28889,47919,29526,2019-07-29
28890,15709,34519,2000-07-11
28891,2520,11512,2021-10-11
28892,4928,25815,2018-02-07
28893,56230,24944,2010-05-31
28894,13464,13778,2012-01-15
28895,11539,3163,2008-01-09
28896,12661,3689,2024-04-26
28897,14983,6757,2010-04-30
28898,40562,6153,2023-04-10
28899,10878,2354,2001-06-16
28900,13028,9248,2020-02-28
28901,7601,33711,2024-10-19
28902,45933,30522,2019-06-24
28903,51668,28910,2019-08-20
28904,50742,18150,2008-05-10
28905,52429,5644,2006-08-10
28906,14328,5689,2008-09-20
28907,21923,6683,2000-06-21
28908,22439,17132,2007-07-29
28909,23366,304,2005-08-09
28910,56275,35068,2004-07-31
28911,28758,18488,2010-11-05
28912,55202,16724,2013-10-17
28913,8695,16539,2016-12-27
28914,21035,357,2014-12-18
28915,39474,308,2015-07-10
28916,19194,11015,2021-12-24
28917,527,15591,2001-12-24
28918,53307,10877,2014-05-06
28919,56165,3676,2025-04-12
28920,8922,36354,2005-05-15
28921,5436,32624,2016-02-02
28922,53966,9847,2015-10-13
28923,6013,33235,2005-11-02
28924,54625,4224,2002-04-23
28925,39106,27148,2007-06-26
28926,12449,1394,2015-01-09
28927,28531,8890,2012-06-13
28928,38450,18178,2006-03-05
28929,5899,12379,2012-11-28
28930,57066,11094,2015-10-10
28931,55179,24693,2016-01-09
28932,14340,5341,2005-07-04
28933,30314,26419,2021-01-20
28934,18776,8165,2015-11-13
28935,29060,17273,2016-10-03
28936,22762,18628,2013-05-21
28937,5372,13596,2002-08-20
28938,15648,4419,2001-12-15
28939,6353,22646,2001-07-03
28940,11109,26453,2010-07-06
28941,11853,26957,2025-03-18
28942,40119,18919,2004-07-30
28943,21223,26167,2003-07-10
28944,53047,16900,2014-04-15
28945,30758,19514,2016-05-14
28946,55041,29117,2019-10-11
28947,39894,1438,2009-07-04
28948,18742,4958,2010-11-08
28949,6605,24468,2017-01-15
28950,1243,28160,2005-04-05
28951,16795,24944,2005-09-18
28952,186,16437,2009-12-07
28953,49897,9077,2004-04-10
28954,3957,23344,2024-08-13
28955,6195,3279,2014-10-29
28956,24411,27205,2006-09-07
28957,55864,6093,2005-02-26
28958,7586,36570,2020-12-08
28959,18356,34847,2017-09-22
28960,14387,34325,2005-11-17
28961,40439,6617,2015-08-28
28962,23545,8586,2025-07-08
28963,12140,24384,2014-04-20
28964,30670,167,2025-03-05
28965,20305,11219,2003-01-20
28966,4539,33751,2007-01-21
28967,6469,5811,2019-08-24
28968,39677,18084,2019-09-14
28969,12781,33073,2025-07-30
28970,13416,30546,2010-09-06
28971,261,23564,2001-04-28
28972,15626,27959,2023-03-05
28973,10376,37081,2000-06-30
28974,18272,4915,2019-07-18
28975,50140,29655,2000-09-08
28976,51106,4590,2018-09-12
28977,53182,35551,2001-07-28
28978,23834,17259,2001-08-23
28979,24864,35687,2025-09-24
28980,10319,16718,2020-02-17
28981,16492,10572,2009-09-21
28982,1112,31629,2005-01-21
28983,12228,5327,2022-08-19
28984,53005,5856,2011-04-02
28985,10763,15340,2002-12-15
28986,12509,20160,2011-05-27
28987,49593,9313,2011-06-01
28988,13055,17848,2024-08-12
28989,19249,7171,2023-03-29
28990,50421,26785,2006-10-21
28991,10697,23359,2003-03-09
28992,19641,4039,2015-11-26
28993,46615,30438,2024-07-05
28994,11077,22136,2025-07-12
28995,1478,14594,2000-03-07
28996,15295,21503,2020-09-01
28997,4429,38096,2003-10-16
28998,30505,4109,2025-06-16
28999,6934,19615,2013-06-11
29000,28647,36056,2017-03-20
29001,15966,34440,2016-01-13
29002,15607,33868,2008-07-07
29003,52222,18416,2024-09-02
29004,856,35354,2000-09-08
29005,47830,30727,2010-12-16
29006,28308,17732,2010-04-12
29007,20730,25704,2001-10-20
29008,4558,1374,2014-03-27
29009,49415,16195,2005-06-12
29010,4837,5083,2000-06-05
29011,54608,37152,2021-05-19
29012,466,30703,2001-11-02
29013,18941,29047,2004-08-30
29014,12073,11305,2014-09-21
29015,28574,29566,2014-05-29
29016,52247,34195,2014-10-06
29017,10060,11975,2015-03-15
29018,3457,7813,2015-03-02
29019,10444,25374,2004-05-02
29020,16859,19736,2017-02-02
29021,9761,29087,2018-03-09
29022,10224,22219,2014-11-15
29023,18208,25806,2007-05-07
29024,27121,17229,2006-07-27
29025,51950,12546,2019-12-31
29026,21656,30400,2009-05-30
29027,518,9623,2007-11-24
29028,5031,23514,2025-02-22
29029,38145,31577,2009-05-18
29030,2130,5470,2011-09-27
29031,23627,9994,2013-06-02
29032,13780,10402,2004-12-02
29033,14834,34450,2006-07-30
29034,20010,11128,2001-05-09
29035,13558,32268,2023-07-06
29036,10846,12772,2005-09-16
29037,49515,4548,2021-04-13
29038,13821,12677,2022-04-30
29039,1932,11693,2021-12-30
29040,47915,19605,2017-12-06
29041,53532,36982,2025-02-18
29042,40205,23426,2024-09-26
29043,13471,34806,2007-12-02
29044,16613,111,2013-12-23
29045,49709,23951,2017-03-06
29046,24287,33253,2023-03-16
29047,13569,20186,2009-03-29
29048,206,6721,2011-05-03
29049,7727,16857,2021-04-17
29050,4335,19007,2020-10-15
29051,12202,8081,2010-02-16
29052,37752,28127,2019-02-28
29053,22733,10723,2013-12-12
29054,29687,26969,2000-09-21
29055,4378,10097,2010-12-17
29056,17394,18606,2000-09-15
29057,10567,5591,2020-05-12
29058,27005,24164,2006-09-23
29059,48333,25037,2018-03-05
29060,9006,6756,2001-05-16
29061,46647,22642,2023-02-03
29062,11399,4722,2008-03-11
29063,1552,37174,2017-07-01
29064,23988,28326,2010-12-22
29065,25464,25859,2019-08-20
29066,1871,23214,2009-05-15
29067,54003,35908,2018-10-18
29068,22547,11440,2021-07-06
29069,16347,15905,2019-04-20
29070,56406,16651,2021-09-07
29071,24393,30041,2013-12-09
29072,907,7076,2004-07-14
29073,18188,37103,2025-11-20
29074,7279,2795,2007-08-11
29075,16641,4727,2019-08-01
29076,22408,29163,2005-05-20
29077,48268,37573,2016-05-04
29078,57412,36564,2022-10-20
29079,35541,6391,2013-05-17
29080,52238,12561,2011-11-28
29081,25973,31720,2024-12-03
29082,9016,4554,2012-07-31
29083,53291,9070,2025-05-23
29084,14543,28119,2007-09-21
29085,18548,14502,2010-03-18
29086,7944,29699,2000-05-04
29087,32836,30181,2004-10-23
29088,1576,10937,2000-11-28
29089,57072,10114,2014-03-07
29090,38901,37385,2005-08-04
29091,46862,12179,2003-05-25
29092,16488,8095,2005-03-03
29093,8037,14974,2019-08-13
29094,45526,33975,2010-01-18
29095,27359,27228,2016-02-11
29096,22588,4453,2013-01-01
29097,55047,34363,2007-01-12
29098,25564,10629,2015-10-03
29099,4309,14306,2011-01-09
29100,24990,11992,2001-05-21
29101,51305,2167,2006-08-07
29102,922,29464,2004-09-26
29103,10459,15878,2003-02-19
29104,10816,37167,2021-01-23
29105,8422,8689,2005-01-18
29106,52968,21411,2024-08-07
29107,6419,28053,2016-07-12
29108,21858,9772,2008-06-11
29109,13927,33295,2005-04-18
29110,54391,25522,2003-11-13
29111,16095,2243,2025-11-13
29112,22505,24358,2025-04-12
29113,20719,28601,2002-04-28
29114,14861,4864,2000-08-25
29115,38856,22975,2000-02-09
29116,55319,38055,2019-04-21
29117,15,20656,2023-11-29
29118,35652,12076,2005-06-20
29119,12412,18627,2018-03-02
29120,50187,15216,2016-05-19
29121,4984,18551,2005-05-31
29122,4985,26791,2010-06-27
29123,6574,25097,2004-08-17
29124,47825,30072,2001-03-11
29125,15975,36798,2024-04-04
29126,22179,9432,2023-07-28
29127,56896,11547,2013-06-27
29128,35626,5226,2024-03-31
29129,50554,33858,2015-09-09
29130,4644,2637,2009-11-14
29131,8075,26172,2018-10-31
29132,8316,30,2016-08-18
29133,53966,35003,2013-04-28
29134,45843,19697,2002-03-06
29135,6150,22653,2011-05-26
29136,21947,36797,2021-11-23
29137,33777,22691,2005-12-14
29138,9140,29368,2014-06-13
29139,10445,23802,2006-07-23
29140,11183,28412,2012-10-02
29141,50958,27126,2015-01-07
29142,7872,36391,2022-03-23
29143,50049,25846,2012-02-15
29144,50994,1976,2015-03-21
29145,46796,18230,2009-07-18
29146,56801,32459,2005-09-20
29147,7036,28496,2004-07-16
29148,2476,16649,2003-01-26
29149,12276,32923,2002-03-26
29150,6023,34625,2012-07-19
29151,861,27544,2019-12-27
29152,29332,14165,2003-06-04
29153,1896,32363,2018-08-31
29154,57023,26058,2024-02-10
29155,52923,2402,2014-12-22
29156,14945,15199,2006-03-15
29157,40608,3000,2024-05-09
29158,18714,42,2007-08-27
29159,16433,28571,2024-01-28
29160,52374,25747,2012-11-19
29161,47327,25803,2012-10-24
29162,20861,32986,2016-05-22
29163,9568,33489,2017-03-08
29164,12266,36878,2002-08-25
29165,53229,36300,2021-02-22
29166,5662,5282,2002-10-05
29167,14435,15572,2006-10-13
29168,39551,31361,2008-12-17
29169,4624,30076,2021-07-21
29170,19972,2565,2014-12-26
29171,29492,5026,2007-05-08
29172,26757,8769,2023-01-25
29173,35531,29902,2006-06-03
29174,38360,4876,2014-08-26
29175,54829,12918,2023-02-07
29176,794,16444,2022-04-09
29177,25248,15828,2017-04-21
29178,52400,23913,2000-09-15
29179,29763,32281,2016-02-05
29180,26262,25875,2022-01-14
29181,52060,8664,2021-06-06
29182,24039,7549,2016-02-22
29183,18844,15574,2006-01-01
29184,16575,34797,2002-07-25
29185,3489,13793,2018-02-11
29186,25427,19560,2002-07-19
29187,15814,33721,2006-11-12
29188,9281,7290,2015-12-11
29189,7912,35383,2023-12-27
29190,21447,4474,2014-08-02
29191,51993,6730,2021-06-29
29192,50599,14472,2021-09-05
29193,20200,32522,2011-09-23
29194,54590,27029,2023-03-08
29195,28684,7479,2021-02-12
29196,27382,30453,2016-10-19
29197,10354,35165,2019-09-15
29198,1738,6316,2020-08-24
29199,53876,29258,2003-03-05
29200,57322,31075,2008-11-15
29201,379,32581,2010-02-19
29202,29896,25800,2025-05-14
29203,25318,24392,2018-09-25
29204,20387,848,2018-04-24
29205,7842,31720,2009-06-20
29206,24058,12040,2017-10-03
29207,45534,16093,2022-08-06
29208,18388,37520,2012-02-08
29209,19559,147,2012-02-04
29210,38452,4306,2004-09-03
29211,8179,23348,2017-06-18
29212,6535,28714,2020-09-04
29213,48448,18270,2005-06-26
29214,20572,31542,2016-01-10
29215,40065,31737,2014-06-11
29216,1436,1762,2009-12-22
29217,11774,2579,2001-08-20
29218,18404,7639,2002-09-09
29219,9577,11440,2002-03-12
29220,6854,7460,2014-10-05
29221,11593,34604,2003-06-20
29222,16245,14826,2025-09-13
29223,16058,10318,2014-12-24
29224,17415,4460,2003-05-30
29225,901,26472,2014-12-13
29226,18522,2049,2013-03-27
29227,11118,19236,2017-11-18
29228,10981,22287,2013-09-14
29229,49715,7189,2006-05-31
29230,21356,6549,2000-05-31
29231,17849,28064,2003-11-27
29232,18736,27329,2016-08-16
29233,6748,14867,2018-11-04
29234,13816,2684,2003-10-17
29235,27175,25950,2024-11-04
29236,26899,6513,2014-03-11
29237,9275,1419,2001-01-24
29238,55357,9515,2009-11-18
29239,16622,35226,2019-12-20
29240,10579,18837,2018-04-25
29241,8178,38057,2003-10-26
29242,6930,457,2025-01-15
29243,51619,30279,2024-07-12
29244,20198,15911,2000-12-12
29245,36,4335,2006-09-20
29246,18951,13951,2007-11-11
29247,57433,26125,2011-06-13
29248,10287,36756,2011-10-21
29249,4763,29516,2003-10-06
29250,12675,5998,2018-11-16
29251,8722,25949,2005-07-28
29252,12066,6384,2009-05-03
29253,20176,24784,2011-04-30
29254,28298,25530,2022-03-14
29255,21785,30879,2014-11-10
29256,38973,16306,2015-04-24
29257,28584,18291,2022-12-01
29258,14108,25202,2008-01-28
29259,47288,29961,2012-11-22
29260,4993,9878,2017-02-10
29261,38432,23487,2015-03-07
29262,6114,7376,2003-11-14
29263,18170,21568,2024-09-10
29264,11147,10732,2018-08-18
29265,50290,4874,2014-06-27
29266,29566,30956,2010-08-08
29267,963,14803,2001-04-11
29268,12183,32681,2006-02-13
29269,30716,2464,2015-07-07
29270,49838,8297,2014-01-26
29271,24555,1280,2022-10-17
29272,29487,35307,2007-01-21
29273,34051,22413,2005-03-30
29274,8328,33706,2012-07-17
29275,9871,5677,2005-03-06
29276,21274,7092,2021-12-16
29277,12836,33312,2017-05-02
29278,21951,7938,2014-09-15
29279,23602,15185,2013-10-07
29280,5196,26874,2011-10-28
29281,30925,4964,2023-05-27
29282,53157,12461,2001-08-28
29283,21954,4246,2015-03-16
29284,33108,27931,2004-11-04
29285,10846,25208,2020-05-20
29286,9477,10407,2018-07-08
29287,21365,9496,2010-06-26
29288,30203,18631,2019-03-05
29289,3365,33160,2017-07-20
29290,21376,35481,2002-07-11
29291,8142,32296,2003-05-11
29292,20095,12134,2019-08-20
29293,53975,4478,2008-06-11
29294,14081,1705,2008-11-11
29295,38653,33074,2004-07-29
29296,10554,4542,2024-08-10
29297,18735,30735,2005-05-30
29298,16604,37217,2015-07-25
29299,102,18743,2018-01-13
29300,16192,6955,2017-12-15
29301,15782,10104,2017-09-23
29302,9261,24007,2012-12-17
29303,28923,6799,2004-10-19
29304,25444,25321,2019-11-26
29305,26571,13422,2023-01-15
29306,7447,33049,2004-06-17
29307,40074,13001,2003-08-09
29308,6823,37440,2010-05-24
29309,30213,27808,2018-10-10
29310,24398,8780,2001-04-08
29311,49598,29588,2014-11-28
29312,56610,26681,2016-08-10
29313,9424,36141,2014-11-19
29314,52888,12801,2004-08-27
29315,15827,14812,2001-08-11
29316,21059,20827,2014-04-21
29317,15794,11240,2009-10-13
29318,55424,13327,2007-09-30
29319,6107,22589,2022-04-26
29320,16335,32813,2017-05-10
29321,20603,19607,2005-11-22
29322,1709,2980,2022-11-17
29323,55447,31939,2005-11-07
29324,17922,22731,2009-06-15
29325,25516,14575,2004-05-25
29326,32781,4603,2020-07-09
29327,14176,8800,2023-04-21
29328,25612,2947,2012-10-26
29329,5661,31876,2019-04-05
29330,20983,9758,2000-07-23
29331,28525,32546,2023-05-12
29332,2556,30471,2025-10-13
29333,21745,29964,2017-05-20
29334,30412,5949,2013-02-02
29335,20835,24896,2004-07-15
29336,21903,26546,2001-04-21
29337,8471,16238,2006-02-19
29338,46910,7557,2019-05-24
29339,20399,12382,2024-01-26
29340,8950,3449,2025-10-17
29341,9571,1677,2008-04-13
29342,8968,25068,2011-12-29
29343,873,175,2015-03-11
29344,55845,31640,2024-04-24
29345,25897,9215,2003-01-16
29346,496,35064,2012-05-29
29347,21799,26770,2002-10-22
29348,28365,24136,2015-03-08
29349,50253,29080,2005-03-13
29350,20720,35922,2005-09-27
29351,12085,10491,2004-04-07
29352,7992,32605,2019-07-08
29353,13717,6102,2010-09-14
29354,39763,34479,2004-12-03
29355,7287,34232,2014-08-25
29356,52158,35905,2007-01-19
29357,21322,18569,2022-09-04
29358,26932,15196,2015-10-31
29359,11005,23382,2016-07-20
29360,55158,37162,2014-11-19
29361,9058,9168,2004-04-24
29362,48634,22188,2001-03-21
29363,18479,5792,2024-08-19
29364,57363,36334,2018-02-24
29365,23973,36250,2020-10-01
29366,51174,31101,2005-06-29
29367,16988,28351,2001-12-31
29368,51075,3593,2025-09-19
29369,28408,16695,2023-12-27
29370,57456,14843,2025-05-03
29371,49913,29317,2021-12-24
29372,54628,10296,2018-09-25
29373,14099,27481,2000-06-14
29374,8832,6042,2023-06-16
29375,29870,4153,2019-04-22
29376,15613,545,2016-04-17
29377,10150,5156,2006-02-12
29378,5842,37871,2010-06-21
29379,11317,28162,2007-12-15
29380,52194,3137,2016-07-13
29381,12248,17442,2005-03-31
29382,55227,29390,2008-07-07
29383,51103,7723,2015-01-22
29384,21212,30316,2010-07-21
29385,10513,32614,2023-12-27
29386,4489,2038,2024-01-10
29387,54684,34509,2011-11-02
29388,11851,28090,2016-02-09
29389,33647,26378,2005-10-10
29390,23506,35169,2022-08-17
29391,18332,26356,2011-11-07
29392,55767,22385,2009-04-19
29393,13086,20845,2021-03-09
29394,10941,21345,2017-11-09
29395,46860,8326,2006-07-17
29396,45906,36902,2016-09-06
29397,22310,20219,2019-01-24
29398,53933,26756,2012-10-01
29399,26124,4433,2002-05-18
29400,48149,24744,2025-09-11
29401,7107,5375,2016-08-15
29402,46994,31496,2008-05-12
29403,19967,10799,2008-07-04
29404,14792,10738,2007-08-23
29405,9202,932,2006-08-31
29406,47964,29768,2019-05-24
29407,24420,8651,2007-04-01
29408,54625,12933,2023-07-20
29409,11330,18333,2013-04-05
29410,51602,18755,2019-08-26
29411,52003,31190,2020-03-31
29412,1412,31601,2009-08-16
29413,8906,28067,2019-11-20
29414,8259,29669,2000-03-21
29415,21411,3559,2012-04-26
29416,19266,25245,2025-03-23
29417,47349,17635,2018-07-06
29418,21617,12345,2019-08-24
29419,20298,21666,2014-06-21
29420,3383,3565,2001-11-10
29421,5991,26528,2020-05-10
29422,26685,23599,2023-02-13
29423,47820,34261,2008-01-25
29424,21238,5034,2009-09-17
29425,30654,5138,2018-09-27
29426,7557,31390,2019-09-19
29427,51403,17452,2010-10-13
29428,29971,18678,2006-10-23
29429,11766,19498,2019-10-03
29430,12697,37403,2023-08-22
29431,11946,5685,2025-09-20
29432,25981,2425,2008-01-26
29433,10591,18042,2006-06-23
29434,29393,30258,2021-10-10
29435,10548,1875,2024-10-02
29436,40557,13625,2022-06-03
29437,49829,21477,2023-06-13
29438,12734,15832,2003-06-21
29439,30027,21557,2003-05-28
29440,5661,16898,2002-08-03
29441,7186,8309,2003-09-10
29442,53299,20241,2001-06-28
29443,7774,12836,2018-08-29
29444,47703,16110,2008-10-31
29445,24806,31878,2021-09-16
29446,6446,3127,2019-05-29
29447,18238,20727,2017-08-22
29448,24077,19821,2005-01-02
29449,26887,34770,2023-07-01
29450,24380,9087,2006-10-11
29451,1593,9241,2017-08-24
29452,20508,3304,2013-12-11
29453,16206,25900,2014-08-26
29454,38221,11364,2001-07-28
29455,20168,9244,2022-01-10
29456,7080,25476,2014-01-14
29457,56171,25597,2013-08-26
29458,54588,11451,2021-01-01
29459,48418,14337,2012-11-11
29460,51485,22356,2023-07-03
29461,19606,3199,2011-10-20
29462,56865,33232,2000-12-04
29463,50271,28079,2009-12-09
29464,23667,25763,2005-04-22
29465,40585,2777,2023-04-23
29466,27061,8599,2022-08-29
29467,10236,1057,2004-04-08
29468,14183,12751,2017-09-11
29469,51610,21310,2022-09-29
29470,7183,9474,2023-10-27
29471,5246,31980,2011-06-22
29472,7242,13205,2005-09-26
29473,23301,35814,2013-06-10
29474,3446,9324,2015-02-07
29475,11716,8018,2017-10-21
29476,9069,15568,2001-01-25
29477,51345,33001,2024-03-24
29478,55582,10449,2025-03-24
29479,1050,24441,2012-08-23
29480,20155,36209,2006-11-03
29481,9282,22915,2008-02-03
29482,22358,25687,2018-06-07
29483,24148,24782,2003-09-12
29484,594,14832,2019-11-22
29485,23440,27137,2006-09-13
29486,56155,4362,2001-11-23
29487,55092,24950,2012-07-19
29488,16089,25099,2015-04-20
29489,56557,37205,2007-02-21
29490,49713,34982,2006-01-06
29491,502,27139,2002-11-18
29492,23227,22700,2013-07-05
29493,21030,26610,2002-07-15
29494,25681,34078,2011-04-25
29495,48166,13067,2017-08-27
29496,23918,19712,2007-03-12
29497,48077,11548,2018-03-18
29498,20180,19929,2017-06-18
29499,34064,7390,2012-07-27
29500,51597,28240,2004-08-19
29501,39991,6511,2013-10-07
29502,27966,1938,2018-04-07
29503,12258,17229,2010-09-06
29504,46439,13484,2015-07-12
29505,8827,22658,2008-07-03
29506,11923,1233,2011-11-21
29507,11537,32307,2000-11-21
29508,7199,37051,2010-05-15
29509,56637,35022,2022-02-15
29510,53297,31780,2016-04-01
29511,47336,3101,2020-04-24
29512,6853,28090,2008-02-12
29513,4825,27977,2024-08-23
29514,20338,27364,2024-01-06
29515,52594,21472,2015-06-17
29516,5458,4315,2001-07-14
29517,20512,5985,2002-08-16
29518,22222,20245,2025-01-29
29519,1374,34426,2011-12-17
29520,16239,25370,2002-06-28
29521,11673,68,2013-05-02
29522,38815,8584,2012-10-12
29523,5718,27269,2006-02-14
29524,1457,36110,2012-01-09
29525,122,3530,2024-01-03
29526,57157,36288,2024-04-08
29527,7159,6209,2007-09-18
29528,10592,21813,2003-05-21
29529,51840,23056,2007-11-10
29530,14214,5091,2010-08-26
29531,52430,7227,2000-04-11
29532,30033,8800,2002-08-27
29533,10891,23027,2021-03-22
29534,13647,14211,2001-07-31
29535,46558,31125,2025-03-29
29536,51219,14876,2023-07-02
29537,50570,15370,2007-10-04
29538,23465,1456,2019-12-13
29539,16301,10413,2001-11-28
29540,49605,1142,2006-10-30
29541,49992,33232,2014-08-31
29542,298,20607,2023-01-20
29543,10362,2285,2006-03-07
29544,7511,11368,2024-05-04
29545,10195,35932,2008-10-04
29546,6057,20152,2018-07-08
29547,22375,17143,2002-12-27
29548,50412,3425,2009-03-27
29549,20283,34464,2013-05-25
29550,5267,7298,2018-02-20
29551,45566,15652,2024-05-22
29552,11931,33635,2009-03-25
29553,20466,16089,2024-06-21
29554,8048,34128,2014-08-05
29555,35551,14904,2015-02-21
29556,55067,6735,2009-07-08
29557,20723,8341,2023-09-12
29558,48383,34044,2000-04-18
29559,35529,16114,2016-10-02
29560,24756,12615,2024-09-22
29561,55776,17156,2004-10-02
29562,29761,30288,2010-07-29
29563,28050,20998,2019-02-27
29564,50121,27154,2002-12-12
29565,26353,33660,2020-11-17
29566,56662,4080,2007-03-22
29567,10195,25089,2019-01-19
29568,9920,4356,2001-10-16
29569,40637,19659,2014-07-04
29570,24477,8021,2006-12-07
29571,46418,30623,2024-08-21
29572,20912,11336,2004-09-11
29573,45580,32845,2024-07-30
29574,7404,35658,2005-12-25
29575,18007,20870,2015-06-23
29576,13694,18527,2024-12-16
29577,44851,2186,2004-06-16
29578,52996,36003,2009-10-10
29579,54475,28933,2020-09-25
29580,38059,10005,2008-04-18
29581,23084,7115,2002-10-10
29582,26410,27033,2015-10-15
29583,11002,7844,2003-12-24
29584,52318,32745,2009-01-21
29585,9655,23564,2003-09-03
29586,6365,13167,2017-09-09
29587,25624,34335,2013-01-11
29588,6685,11650,2006-08-14
29589,23750,29234,2023-01-19
29590,18566,24700,2000-06-07
29591,10597,28600,2016-10-13
29592,16091,16355,2004-05-15
29593,49868,19151,2011-10-15
29594,18455,2072,2012-01-13
29595,7503,11250,2019-06-14
29596,13902,36540,2020-04-19
29597,2779,18542,2004-07-12
29598,441,29985,2020-05-19
29599,1277,9611,2015-08-03
29600,48141,32680,2016-01-04
29601,26444,24829,2025-02-16
29602,20649,1295,2020-10-30
29603,53239,20219,2008-05-19
29604,5859,767,2020-10-11
29605,10667,33998,2006-11-27
29606,572,11467,2012-07-10
29607,20432,3707,2006-11-27
29608,6499,34836,2003-11-30
29609,14183,21954,2015-04-01
29610,54823,26043,2004-02-02
29611,39353,32535,2013-01-07
29612,49816,3845,2015-10-07
29613,26641,2741,2023-12-25
29614,13615,20755,2024-12-03
29615,57119,18107,2015-09-01
29616,2055,2744,2006-09-08
29617,51130,22214,2011-09-09
29618,3887,5050,2017-12-25
29619,2666,28516,2007-11-16
29620,26232,8163,2010-08-26
29621,11970,19993,2017-10-23
29622,15885,6366,2018-02-19
29623,20266,11344,2007-01-27
29624,745,19974,2006-02-14
29625,52212,29111,2020-09-07
29626,53862,10495,2014-10-07
29627,16405,10586,2018-05-06
29628,1787,24872,2014-03-08
29629,13842,34148,2024-01-07
29630,14952,22999,2009-10-11
29631,23133,29064,2013-01-16
29632,5700,22992,2017-05-30
29633,3746,22705,2006-04-07
29634,2137,4626,2021-05-04
