expedition_id,meteorite_id,scientist_id,expedition_date,notes
30969,19033,27679,1935-12-28,Collected sample from desert
30970,51388,23568,1951-12-11,Ice shelf reconnaissance
30971,19806,28647,1988-01-08,Archaeological site investigation
30972,5887,18024,1997-06-08,Archaeological site investigation
30973,5954,23384,1928-10-31,High-altitude balloon collection
30974,46783,13640,1932-05-28,Volcanic crater sampling
30975,55441,2610,1925-10-14,Collected sample from desert
30976,5214,16980,1951-06-22,Volcanic crater sampling
30977,16778,7081,2006-05-20,Archaeological site investigation
30978,15549,24320,1908-12-21,Remote island retrieval
30979,9198,30680,2001-09-28,Remote island retrieval
30980,6681,10755,1957-09-22,Glacial core drilling
30981,34023,9346,2011-09-01,Mountain peak sampling
30982,644,35796,1980-11-13,Glacial core drilling
30983,10232,15759,1931-12-20,Underwater exploration
30984,50913,21391,1991-08-09,Urban expedition
30985,50482,29660,1983-05-19,Glacial core drilling
30986,5414,9400,1979-04-01,Expedition in polar region
30987,16267,8963,1927-02-19,Deep cave exploration
30988,6730,23094,1956-05-13,Collected sample from desert
30989,7882,19066,1968-03-12,Glacial core drilling
30990,26637,18666,1951-01-08,Archaeological site investigation
30991,13827,30064,1978-09-14,Arid plateau mission
30992,50920,28236,1940-06-27,Expedition in polar region
30993,22346,1745,1953-04-07,Meteor crater excavation
30994,12144,16066,1914-11-14,Underwater exploration
30995,53905,16557,2006-12-27,Urban expedition
30996,1569,15420,1999-08-09,Tropical rainforest expedition
30997,50077,25686,1904-01-02,High-altitude balloon collection
30998,46461,11169,1998-09-03,Underwater exploration
30999,13257,12165,1935-01-18,Archaeological site investigation
31000,16885,9767,1904-12-13,Tropical rainforest expedition
31001,54879,5959,2001-07-01,Tropical rainforest expedition
31002,19205,7784,1931-10-27,Glacial core drilling
31003,14344,25926,1967-04-21,Glacial core drilling
31004,5569,14417,2014-03-15,Meteor crater excavation
31005,40439,30934,1953-10-05,Underwater exploration
31006,54702,29471,1980-02-13,Tropical rainforest expedition
31007,8331,2894,1964-11-23,Urban expedition
31008,10968,22740,1905-04-13,Glacial core drilling
31009,51520,27515,2008-08-06,Ice shelf reconnaissance
31010,20504,21378,2023-07-30,Meteor crater excavation
31011,56978,3647,1998-02-20,Collected sample from desert
31012,35643,25209,2004-12-20,Field collection in forest
31013,22381,8546,2011-01-16,Expedition in polar region
31014,23548,6923,1901-04-11,Ice shelf reconnaissance
31015,56174,11505,1924-06-05,High-altitude balloon collection
31016,6016,19609,1934-09-22,Arid plateau mission
31017,56112,7880,1913-01-05,Remote island retrieval
31018,12212,33387,1929-10-22,Archaeological site investigation
31019,2020,17605,1909-02-04,Collected sample from desert
31020,55703,37756,1983-06-20,Arid plateau mission
31021,57415,21525,1959-01-12,Expedition in polar region
31022,56778,28164,1966-07-31,Ice shelf reconnaissance
31023,5119,18771,1944-07-31,Expedition in polar region
31024,55925,10896,1971-09-26,Arid plateau mission
31025,11037,32783,1970-05-30,Expedition in polar region
31026,11701,23561,1936-08-24,Remote island retrieval
31027,21819,5542,1947-12-08,Deep cave exploration
31028,7092,7478,1945-03-03,Deep cave exploration
31029,27185,16841,2022-07-13,High-altitude balloon collection
31030,11752,3453,1944-04-05,Desert dune survey
31031,40606,9654,1902-01-20,Arid plateau mission
31032,26143,17759,1981-10-21,Expedition in polar region
31033,46431,16968,1986-05-18,Volcanic crater sampling
31034,18526,14174,2017-10-03,Remote island retrieval
31035,39325,20046,1961-09-10,Tropical rainforest expedition
31036,21159,18879,1910-01-23,Arid plateau mission
31037,40702,7847,1987-01-02,Deep cave exploration
31038,45921,36623,2021-05-17,Urban expedition
31039,46472,21603,1995-01-26,Remote island retrieval
31040,22697,7175,1918-01-14,Collected sample from desert
31041,23334,35684,1935-09-12,Underwater exploration
31042,46975,2251,1975-05-05,Tropical rainforest expedition
31043,8917,25185,1922-07-07,High-altitude balloon collection
31044,14945,36819,2015-10-21,Volcanic crater sampling
31045,4005,686,1932-12-18,Underwater exploration
31046,28298,10484,2002-03-22,Volcanic crater sampling
31047,30053,18746,1913-02-18,Ice shelf reconnaissance
31048,29328,2309,2000-12-19,Urban expedition
31049,1499,6475,2012-02-16,Expedition in polar region
31050,13570,27818,1902-03-12,Underwater exploration
31051,15307,27679,2003-04-30,Deep cave exploration
31052,55764,14500,1971-08-03,Underwater exploration
31053,14398,6060,1926-04-04,Glacial core drilling
31054,55084,26863,1954-12-15,Underwater exploration
31055,16345,17371,1913-05-10,Collected sample from desert
31056,5694,32772,1985-10-17,Remote island retrieval
31057,22514,33390,1976-10-10,Underwater exploration
31058,14763,9455,1976-09-12,Collected sample from desert
31059,11182,6433,2002-03-08,Expedition in polar region
31060,55663,23747,1912-07-05,Field collection in forest
31061,16164,9612,2024-09-10,Arid plateau mission
31062,16654,20412,1900-07-20,High-altitude balloon collection
31063,9296,14414,1938-04-10,Volcanic crater sampling
31064,25852,26478,1991-08-24,Ice shelf reconnaissance
31065,4209,20150,1987-06-16,Expedition in polar region
31066,6826,34884,1911-12-13,Arid plateau mission
31067,15669,18176,1925-07-12,Meteor crater excavation
31068,4392,21851,2016-04-09,Meteor crater excavation
31069,8940,29784,1931-05-13,Urban expedition
31070,28418,16900,1979-10-24,Tropical rainforest expedition
31071,7871,22481,1933-05-28,Glacial core drilling
31072,46708,25061,1967-06-21,Deep cave exploration
31073,15532,8606,1924-11-02,Urban expedition
31074,3844,37282,1934-01-27,Desert dune survey
31075,53203,4755,1985-10-05,Tropical rainforest expedition
31076,25888,20553,1962-08-13,Remote island retrieval
31077,12913,11463,1946-02-24,Archaeological site investigation
31078,8288,22848,1940-07-17,Urban expedition
31079,56165,25756,1936-01-27,Volcanic crater sampling
31080,4351,28602,1986-03-05,High-altitude balloon collection
31081,4106,16564,1977-02-17,Expedition in polar region
31082,28842,15543,1957-08-13,Volcanic crater sampling
31083,51254,34959,1923-03-06,Ice shelf reconnaissance
31084,22118,36136,2013-09-12,Mountain peak sampling
31085,53209,12821,1961-03-20,Glacial core drilling
31086,40045,4772,1993-01-05,Meteor crater excavation
31087,54642,26621,1946-03-22,High-altitude balloon collection
31088,24923,6623,1990-10-11,Volcanic crater sampling
31089,6354,9911,2001-08-26,Deep cave exploration
31090,53521,26889,1999-01-16,Underwater exploration
31091,48010,19691,1997-02-13,Field collection in forest
31092,30457,6095,2002-03-14,Field collection in forest
31093,18002,386,1977-10-14,Collected sample from desert
31094,26563,936,2004-06-01,Expedition in polar region
31095,8213,21719,1922-06-10,Remote island retrieval
31096,47948,35101,1988-01-27,Meteor crater excavation
31097,27097,25912,1926-02-13,Field collection in forest
31098,13006,18006,1903-03-31,Volcanic crater sampling
31099,56865,16167,2003-04-10,Expedition in polar region
31100,25420,23421,1999-02-06,High-altitude balloon collection
31101,24802,37149,1908-02-24,Urban expedition
31102,3933,27909,1994-01-29,Archaeological site investigation
31103,16462,14208,1912-05-17,Desert dune survey
31104,13792,528,2024-09-13,High-altitude balloon collection
31105,21575,12441,1938-03-23,Mountain peak sampling
31106,38600,10166,1926-03-19,Expedition in polar region
31107,40107,17646,1920-05-29,Volcanic crater sampling
31108,23760,15613,1930-04-28,High-altitude balloon collection
31109,48051,1698,1984-02-10,Arid plateau mission
31110,9830,31234,2022-09-16,Arid plateau mission
31111,16114,24435,1924-10-31,Arid plateau mission
31112,39399,1412,1959-12-21,Volcanic crater sampling
31113,46684,35201,1934-04-22,Volcanic crater sampling
31114,54524,19748,1995-09-18,Field collection in forest
31115,24902,18733,1975-10-22,Volcanic crater sampling
31116,8275,11158,2023-06-09,Underwater exploration
31117,47801,33012,1935-05-16,Expedition in polar region
31118,51072,8769,1973-06-02,Desert dune survey
31119,54383,145,1987-09-07,Deep cave exploration
31120,30266,11526,1933-07-02,Archaeological site investigation
31121,6208,11369,1989-01-11,Remote island retrieval
31122,53540,14288,2012-11-26,Remote island retrieval
31123,50746,30136,1927-03-16,Glacial core drilling
31124,8268,515,1996-04-15,Remote island retrieval
31125,30009,13260,1942-05-18,High-altitude balloon collection
31126,38832,12488,1984-12-29,Expedition in polar region
31127,29803,21368,1907-11-06,Remote island retrieval
31128,27018,3101,1931-03-06,Volcanic crater sampling
31129,20489,13888,1994-10-27,Field collection in forest
31130,26634,17178,1986-10-05,Expedition in polar region
31131,12271,36569,1990-06-03,Tropical rainforest expedition
31132,9516,10352,2024-10-03,Glacial core drilling
31133,14242,12855,1926-02-22,Desert dune survey
31134,29270,10325,1971-04-26,Deep cave exploration
31135,22643,11988,1994-05-15,Volcanic crater sampling
31136,12500,8985,1920-04-19,Archaeological site investigation
31137,5735,37906,2013-10-19,Field collection in forest
31138,16592,9956,1993-11-27,Glacial core drilling
31139,23971,3737,1997-02-10,Glacial core drilling
31140,51667,14300,1916-10-22,Deep cave exploration
31141,22342,14658,1931-09-18,Field collection in forest
31142,689,19894,2023-10-23,Collected sample from desert
31143,28411,12047,2001-08-09,High-altitude balloon collection
31144,9407,24659,1943-11-17,Ice shelf reconnaissance
31145,16390,2756,2000-05-09,Meteor crater excavation
31146,52305,21402,1900-01-26,Expedition in polar region
31147,26934,26475,1965-12-09,Ice shelf reconnaissance
31148,14195,26891,2010-08-05,Arid plateau mission
31149,19469,13935,1982-10-31,Urban expedition
31150,24403,17702,1930-02-27,Mountain peak sampling
31151,9379,10763,1940-05-12,Volcanic crater sampling
31152,51607,29969,2001-05-12,Mountain peak sampling
31153,14274,9801,1944-03-11,Expedition in polar region
31154,1770,22823,1943-01-01,Tropical rainforest expedition
31155,29747,8343,1955-02-13,Field collection in forest
31156,18637,33205,1976-01-25,Collected sample from desert
31157,6525,23336,1980-02-03,Collected sample from desert
31158,55987,3610,1916-06-08,High-altitude balloon collection
31159,12203,19231,1943-05-04,Glacial core drilling
31160,26800,3800,2025-01-03,Urban expedition
31161,2274,24613,1946-04-17,Mountain peak sampling
31162,8973,22756,1952-08-04,Ice shelf reconnaissance
31163,8592,19231,1974-09-19,Ice shelf reconnaissance
31164,14106,36775,1966-11-15,Desert dune survey
31165,11026,28857,1948-07-04,Urban expedition
31166,54505,1092,1990-11-25,Meteor crater excavation
31167,18387,24789,1950-10-12,Mountain peak sampling
31168,15903,36825,2010-09-12,Mountain peak sampling
31169,27036,31384,1989-09-30,Volcanic crater sampling
31170,29466,17475,2006-06-23,Arid plateau mission
31171,20094,30787,1919-01-31,Archaeological site investigation
31172,53214,33595,1962-08-02,Tropical rainforest expedition
31173,51618,36560,1903-12-28,Expedition in polar region
31174,10921,3080,1902-06-15,Underwater exploration
31175,49081,35733,1935-01-04,Glacial core drilling
31176,47255,935,1937-11-01,Collected sample from desert
31177,18411,36461,2004-11-08,Glacial core drilling
31178,49899,24916,1957-11-02,Field collection in forest
31179,56573,18814,1985-10-21,Expedition in polar region
31180,9360,31517,2015-01-09,High-altitude balloon collection
31181,51404,37269,1996-03-05,Meteor crater excavation
31182,56392,10973,2024-12-27,Arid plateau mission
31183,55369,23974,2016-04-12,Mountain peak sampling
31184,347,31594,2023-05-03,Glacial core drilling
31185,26591,20915,1936-09-11,Underwater exploration
31186,2454,20042,1976-10-17,Remote island retrieval
31187,48093,753,2006-02-08,Underwater exploration
31188,38997,11604,1995-08-08,Field collection in forest
31189,30266,17879,1924-04-06,Arid plateau mission
31190,52316,36054,1972-09-06,High-altitude balloon collection
31191,18798,36436,1914-03-25,Tropical rainforest expedition
31192,54156,28694,1954-09-27,Collected sample from desert
31193,6829,2352,2023-08-26,Remote island retrieval
31194,25814,22637,1905-10-28,Collected sample from desert
31195,50126,22425,1971-06-20,Volcanic crater sampling
31196,18450,19309,2007-04-17,Volcanic crater sampling
31197,13162,17978,2015-05-30,Volcanic crater sampling
31198,40675,1327,2007-01-06,Deep cave exploration
31199,27696,27836,1964-08-09,Archaeological site investigation
31200,47244,34668,2011-12-28,Glacial core drilling
31201,22605,8529,2019-11-23,Tropical rainforest expedition
31202,10890,31545,1946-03-25,High-altitude balloon collection
31203,26481,27403,1900-08-28,Collected sample from desert
31204,21486,36879,1923-12-02,Tropical rainforest expedition
31205,57099,988,1999-12-24,Meteor crater excavation
31206,30394,26971,1994-01-28,Underwater exploration
31207,28248,15113,2010-06-18,Deep cave exploration
31208,22206,28816,1916-12-03,Field collection in forest
31209,14215,310,1949-10-17,Urban expedition
31210,21930,8133,1939-08-15,High-altitude balloon collection
31211,10954,2397,1960-10-28,Meteor crater excavation
31212,51481,21842,2023-02-09,High-altitude balloon collection
31213,52782,36390,1996-11-11,Desert dune survey
31214,24976,16824,1999-04-29,Expedition in polar region
31215,38582,24559,1960-06-06,Archaeological site investigation
31216,18550,36714,2014-09-09,Desert dune survey
31217,18836,2806,1912-10-01,Archaeological site investigation
31218,48318,32498,1929-12-24,Underwater exploration
31219,10814,3899,2004-12-26,Remote island retrieval
31220,26614,16020,1991-12-22,Remote island retrieval
31221,11392,18012,1995-12-03,Tropical rainforest expedition
31222,48204,29813,2011-06-19,Glacial core drilling
31223,45730,27110,1966-12-06,Arid plateau mission
31224,33600,295,2016-07-26,Deep cave exploration
31225,3509,33415,1917-05-04,Underwater exploration
31226,39846,5373,1995-04-06,Urban expedition
31227,29721,34360,1973-04-11,Arid plateau mission
31228,13113,37322,1902-03-12,Meteor crater excavation
31229,10513,8666,1974-10-03,Field collection in forest
31230,5179,17473,1931-05-08,Underwater exploration
31231,21205,22368,1914-11-14,Urban expedition
31232,1414,4133,1947-12-22,Remote island retrieval
31233,1405,26910,1960-01-09,Glacial core drilling
31234,19621,17988,2025-07-10,Expedition in polar region
31235,50589,10919,1977-07-23,Glacial core drilling
31236,40281,11756,2012-08-11,Volcanic crater sampling
31237,29736,26822,1966-02-23,Arid plateau mission
31238,8749,16768,1974-05-03,Expedition in polar region
31239,33004,9128,2021-10-18,Expedition in polar region
31240,13571,23602,2009-10-20,Field collection in forest
31241,16090,15208,1916-02-06,Ice shelf reconnaissance
31242,40302,10219,1991-05-05,Meteor crater excavation
31243,33834,16718,1975-03-21,Underwater exploration
31244,24918,5124,1973-02-17,Remote island retrieval
31245,51061,31493,1926-05-10,Underwater exploration
31246,11384,26460,1928-09-22,Underwater exploration
31247,22703,18703,1934-12-16,Deep cave exploration
31248,24140,29570,1920-06-08,High-altitude balloon collection
31249,2276,24208,1907-03-10,Desert dune survey
31250,21392,28782,1926-05-17,Collected sample from desert
31251,14386,2592,1915-06-11,Tropical rainforest expedition
31252,10155,21773,1932-07-19,Expedition in polar region
31253,14155,1229,1971-02-11,Desert dune survey
31254,19582,7280,1931-04-16,Desert dune survey
31255,18222,1677,1944-05-31,Remote island retrieval
31256,12988,16782,1982-10-09,Desert dune survey
31257,19569,15803,1995-12-28,Mountain peak sampling
31258,53895,5811,1963-12-12,Deep cave exploration
31259,14492,16483,1967-07-25,Expedition in polar region
31260,15287,21660,1996-11-28,Collected sample from desert
31261,29089,5395,1961-10-20,Underwater exploration
31262,30224,15657,2001-11-04,Mountain peak sampling
31263,55099,21534,1994-05-07,Field collection in forest
31264,48108,6093,1911-03-12,Expedition in polar region
31265,50387,434,1945-08-04,High-altitude balloon collection
31266,48454,36270,1914-11-19,Desert dune survey
31267,13699,1490,1979-09-14,Tropical rainforest expedition
31268,56801,16916,1995-05-25,Ice shelf reconnaissance
31269,11096,24931,1973-10-25,Ice shelf reconnaissance
31270,34063,17745,2004-10-03,Desert dune survey
31271,45832,7439,1995-12-18,Mountain peak sampling
31272,23845,36199,2018-07-22,Ice shelf reconnaissance
31273,1869,36293,1936-02-10,Underwater exploration
31274,19004,4634,1940-10-16,Deep cave exploration
31275,16716,22123,1950-02-27,Underwater exploration
31276,19282,35976,1918-08-03,Glacial core drilling
31277,50861,843,1976-08-08,Archaeological site investigation
31278,8801,31016,1913-09-24,Glacial core drilling
31279,54011,12959,1975-02-04,Deep cave exploration
31280,48906,4967,1993-02-05,Deep cave exploration
31281,18655,12276,1927-03-15,Urban expedition
31282,16022,18670,2010-07-04,Archaeological site investigation
31283,47702,3580,1915-05-07,Arid plateau mission
31284,40480,4118,1959-09-19,Expedition in polar region
31285,48579,37986,1935-09-17,Desert dune survey
31286,5869,23824,1949-09-10,Glacial core drilling
31287,13309,35636,1955-10-11,Volcanic crater sampling
31288,28318,19573,1924-09-09,Expedition in polar region
31289,13549,18471,1936-08-19,Collected sample from desert
31290,19203,30619,1922-07-01,High-altitude balloon collection
31291,14001,14226,1935-04-12,High-altitude balloon collection
31292,10022,7797,1987-07-07,Ice shelf reconnaissance
31293,6160,4522,1900-07-06,Mountain peak sampling
31294,52292,7077,1956-06-07,Remote island retrieval
31295,28735,20210,1966-04-03,Collected sample from desert
31296,12800,10886,1916-04-21,Remote island retrieval
31297,52943,30922,1974-04-12,Meteor crater excavation
31298,29356,5741,1931-09-02,Collected sample from desert
31299,21277,29066,1997-05-17,Desert dune survey
31300,55015,28411,1978-10-17,Tropical rainforest expedition
31301,18475,37446,1906-03-08,Arid plateau mission
31302,24553,15713,1934-12-17,Ice shelf reconnaissance
31303,22738,6460,1929-04-21,Desert dune survey
31304,48037,1576,1995-10-08,Field collection in forest
31305,11565,33179,1986-11-24,Expedition in polar region
31306,14438,37036,1949-03-13,Arid plateau mission
31307,54625,30568,1957-06-17,Collected sample from desert
31308,26898,25673,1997-09-08,Arid plateau mission
31309,51690,37401,1909-01-27,Field collection in forest
31310,45930,12486,1941-09-18,Collected sample from desert
31311,10979,26113,1994-03-24,Arid plateau mission
31312,15671,23413,1957-09-30,Collected sample from desert
31313,21756,18057,2025-10-15,Remote island retrieval
31314,56261,28337,1915-10-09,Desert dune survey
31315,39082,4559,1939-02-19,Field collection in forest
31316,14176,1168,1933-03-01,Underwater exploration
31317,22492,4420,1913-08-12,Expedition in polar region
31318,28431,35015,1974-12-15,Archaeological site investigation
31319,26768,31422,1979-06-27,Tropical rainforest expedition
31320,21131,10244,1908-01-24,Mountain peak sampling
31321,2622,36148,1966-11-03,Glacial core drilling
31322,11000,25820,1958-07-26,Remote island retrieval
31323,3590,33731,1907-11-26,Glacial core drilling
31324,28124,25061,1931-11-26,Expedition in polar region
31325,25564,20753,1965-03-14,Mountain peak sampling
31326,28780,37649,1979-05-05,Desert dune survey
31327,39976,4410,1992-09-24,Volcanic crater sampling
31328,18753,29401,1964-07-10,Field collection in forest
31329,21409,15171,1955-02-07,Arid plateau mission
31330,18629,2798,1908-12-24,Field collection in forest
31331,13676,26284,1994-03-16,Expedition in polar region
31332,14168,23911,1980-09-14,Deep cave exploration
31333,29560,27282,1951-02-08,Ice shelf reconnaissance
31334,54813,1017,1988-10-04,Volcanic crater sampling
31335,46596,6975,1936-02-01,Collected sample from desert
31336,19886,2697,1990-10-23,Field collection in forest
31337,11509,9847,2004-04-02,High-altitude balloon collection
31338,814,25494,2001-10-27,Mountain peak sampling
31339,13844,15866,1991-03-25,Underwater exploration
31340,20922,10290,1993-06-07,Arid plateau mission
31341,124,13179,1990-10-21,Volcanic crater sampling
31342,51035,25014,1927-06-09,Meteor crater excavation
31343,23715,36836,1902-12-16,Archaeological site investigation
31344,5004,34033,1995-01-05,Collected sample from desert
31345,22283,31096,2014-09-18,Field collection in forest
31346,7637,6103,1979-04-17,Deep cave exploration
31347,53066,35918,2013-08-11,Arid plateau mission
31348,24596,31546,1905-10-09,Expedition in polar region
31349,15604,7114,1972-04-10,Tropical rainforest expedition
31350,3787,4444,1958-03-29,Expedition in polar region
31351,48120,23708,1997-05-12,Glacial core drilling
31352,18184,14006,2014-02-23,Expedition in polar region
31353,56755,35318,2018-07-24,Ice shelf reconnaissance
31354,5097,4889,1961-10-13,Volcanic crater sampling
31355,15417,33684,2020-02-13,High-altitude balloon collection
31356,10996,27375,1950-07-01,Field collection in forest
31357,8460,26680,2016-08-30,Urban expedition
31358,23780,9390,1949-12-03,Collected sample from desert
31359,34064,29975,1976-01-28,Tropical rainforest expedition
31360,20859,10730,1948-12-14,Glacial core drilling
31361,9189,1752,1905-04-09,High-altitude balloon collection
31362,56764,29187,1915-01-12,Underwater exploration
31363,49358,3079,1929-06-26,Meteor crater excavation
31364,49693,6302,1902-06-09,Remote island retrieval
31365,15606,1746,1924-07-02,Arid plateau mission
31366,4089,2747,1986-12-29,Field collection in forest
31367,29797,18240,1948-09-03,Meteor crater excavation
31368,11019,9974,1978-02-07,High-altitude balloon collection
31369,24711,17217,1926-08-23,Arid plateau mission
31370,710,31490,1978-09-11,Urban expedition
31371,29880,620,1906-08-27,Expedition in polar region
31372,56873,28331,1939-09-26,Expedition in polar region
31373,29715,20716,2021-04-07,High-altitude balloon collection
31374,25863,32397,1933-09-24,Expedition in polar region
31375,56832,29061,2009-06-19,Archaeological site investigation
31376,38449,8790,2007-06-24,Urban expedition
31377,46602,17350,1990-11-28,Underwater exploration
31378,56557,11760,1950-08-27,Field collection in forest
31379,14226,14623,1972-09-27,Remote island retrieval
31380,12046,4164,1985-03-02,Urban expedition
31381,7051,22480,1907-10-27,Remote island retrieval
31382,49062,26672,1955-11-09,Field collection in forest
31383,14160,6336,1942-04-10,Archaeological site investigation
31384,39286,15546,1930-11-16,Remote island retrieval
31385,4432,27981,1941-04-21,Remote island retrieval
31386,38586,9564,1924-09-11,High-altitude balloon collection
31387,54030,16877,2014-10-08,Ice shelf reconnaissance
31388,28805,14254,1993-01-27,Field collection in forest
31389,25591,4489,2025-09-12,Desert dune survey
31390,50633,27106,1936-08-07,Arid plateau mission
31391,16333,32908,2022-03-12,Urban expedition
31392,30099,26234,1907-05-11,Archaeological site investigation
31393,114,9735,2009-01-21,Underwater exploration
31394,2356,19103,1913-10-28,Tropical rainforest expedition
31395,2141,5166,1991-11-16,Ice shelf reconnaissance
31396,22,5131,1937-12-22,Collected sample from desert
31397,2152,9189,2022-07-03,Archaeological site investigation
31398,53276,19270,1971-11-10,Arid plateau mission
31399,27167,824,1954-07-02,Volcanic crater sampling
31400,5017,12600,1947-12-02,Deep cave exploration
31401,291,37830,2019-06-22,Expedition in polar region
31402,51890,19523,2014-08-09,Glacial core drilling
31403,54628,11179,1941-02-14,Expedition in polar region
31404,54037,25578,1904-04-29,Remote island retrieval
31405,50011,28543,1988-10-30,Urban expedition
31406,28168,36043,1995-01-13,Desert dune survey
31407,21282,6060,1955-12-15,Field collection in forest
31408,50913,28257,1920-01-14,Desert dune survey
31409,57144,15170,2021-09-01,Deep cave exploration
31410,10500,1087,1905-03-02,Desert dune survey
31411,48017,22387,1987-05-05,Field collection in forest
31412,5880,17198,1949-07-24,Deep cave exploration
31413,28315,10746,1978-09-09,Tropical rainforest expedition
31414,25821,241,1964-04-24,Expedition in polar region
31415,23665,24129,1908-11-19,Remote island retrieval
31416,28732,22106,1973-04-20,Urban expedition
31417,16182,6279,1971-01-28,Ice shelf reconnaissance
31418,5703,26845,1992-10-01,Volcanic crater sampling
31419,17734,36199,1908-05-26,Mountain peak sampling
31420,20549,21626,1990-07-24,Desert dune survey
31421,30585,8495,2002-03-14,Expedition in polar region
31422,28424,12639,1939-10-02,Underwater exploration
31423,3800,37865,1993-05-02,Meteor crater excavation
31424,35673,29592,1977-07-04,Deep cave exploration
31425,15545,5287,1957-06-18,Tropical rainforest expedition
31426,19281,3318,1918-07-30,Glacial core drilling
31427,1493,7391,1960-06-18,Arid plateau mission
31428,54859,11726,1979-03-12,Deep cave exploration
31429,4238,11284,1936-10-06,Field collection in forest
31430,5329,36179,1936-11-26,Expedition in polar region
31431,45823,20264,2004-09-17,Remote island retrieval
31432,20267,34903,1902-02-25,Expedition in polar region
31433,26929,14104,1956-01-17,Mountain peak sampling
31434,6225,18308,1949-10-21,High-altitude balloon collection
31435,51841,5184,1955-11-06,Desert dune survey
31436,50337,36289,1998-04-08,Underwater exploration
31437,52414,29378,1980-03-12,Volcanic crater sampling
31438,18401,8272,1922-10-26,Collected sample from desert
31439,38745,19260,1988-04-22,Meteor crater excavation
31440,39674,16331,1961-10-03,Remote island retrieval
31441,15936,22071,2025-04-26,Underwater exploration
31442,24258,15727,1951-04-21,Meteor crater excavation
31443,6102,11058,1996-04-13,Glacial core drilling
31444,11367,32106,1980-11-15,Meteor crater excavation
31445,12024,27209,1907-07-26,Mountain peak sampling
31446,29458,253,1958-10-19,High-altitude balloon collection
31447,51656,17506,2000-12-19,Glacial core drilling
31448,26933,25025,1989-12-15,Meteor crater excavation
31449,34489,37369,1972-12-23,Underwater exploration
31450,56831,17680,1953-08-19,Volcanic crater sampling
31451,26374,36972,1984-06-06,Archaeological site investigation
31452,54573,7919,1983-01-01,Meteor crater excavation
31453,17029,36291,1972-04-26,Ice shelf reconnaissance
31454,38585,33240,1908-09-07,Meteor crater excavation
31455,4801,34782,1987-01-07,Meteor crater excavation
31456,49745,31609,1986-04-16,Archaeological site investigation
31457,46701,29439,1901-04-14,Tropical rainforest expedition
31458,24696,7969,1913-03-15,Glacial core drilling
31459,31355,16500,1969-05-17,Urban expedition
31460,30456,9025,1911-04-22,Arid plateau mission
31461,26080,17322,1901-05-10,Glacial core drilling
31462,21254,24137,1988-08-22,Collected sample from desert
31463,26292,20442,1979-06-18,Expedition in polar region
31464,29813,22187,1989-08-07,Meteor crater excavation
31465,38692,21578,1913-06-03,Volcanic crater sampling
31466,50231,24857,1900-03-09,Remote island retrieval
31467,7639,32676,1977-07-15,Collected sample from desert
31468,4742,1057,1966-10-31,Mountain peak sampling
31469,26301,35098,1982-03-16,Urban expedition
31470,9903,3228,1989-11-26,Mountain peak sampling
31471,24565,32172,1936-05-29,Remote island retrieval
31472,8878,33615,1976-12-01,Expedition in polar region
31473,52351,27999,1944-11-25,Ice shelf reconnaissance
31474,4917,32817,1945-04-20,Ice shelf reconnaissance
31475,1567,30839,1923-09-05,Glacial core drilling
31476,18155,29695,1937-04-17,Expedition in polar region
31477,3337,1949,1952-12-02,Meteor crater excavation
31478,4375,38032,1951-04-24,Expedition in polar region
31479,11405,20136,1911-07-29,Glacial core drilling
31480,26787,2643,1955-10-16,Desert dune survey
31481,15125,27150,1910-02-13,Tropical rainforest expedition
31482,28422,8860,1958-11-26,Urban expedition
31483,39798,10682,2007-09-28,Remote island retrieval
31484,19932,37198,2024-06-27,Remote island retrieval
31485,368,18297,1936-10-24,Meteor crater excavation
31486,5689,33386,2017-07-30,Archaeological site investigation
31487,38848,27016,2024-08-07,Arid plateau mission
31488,46671,6628,1994-03-16,Volcanic crater sampling
31489,12087,12317,2007-12-19,Remote island retrieval
31490,27129,32807,1919-04-02,Field collection in forest
31491,28358,9512,2000-07-11,Tropical rainforest expedition
31492,9635,35494,1956-04-16,Expedition in polar region
31493,3838,28963,1962-01-26,Volcanic crater sampling
31494,1402,32545,1928-07-31,Desert dune survey
31495,10314,15094,1951-08-04,Volcanic crater sampling
31496,55939,763,1977-01-08,Archaeological site investigation
31497,18304,7621,1908-02-24,Underwater exploration
31498,40422,27712,1911-11-18,Deep cave exploration
31499,16442,31742,1907-10-21,Collected sample from desert
31500,24916,36443,1905-10-30,Volcanic crater sampling
31501,18310,680,2007-01-13,Archaeological site investigation
31502,50076,29059,1915-05-15,Volcanic crater sampling
31503,4664,3395,1924-07-11,High-altitude balloon collection
31504,47939,7845,1967-04-24,Urban expedition
31505,39809,8041,1927-12-01,Expedition in polar region
31506,38781,32572,2019-05-30,Glacial core drilling
31507,387,3140,1989-03-22,Collected sample from desert
31508,26807,21085,1906-03-27,Meteor crater excavation
31509,54611,22742,1960-08-29,Volcanic crater sampling
31510,20981,31374,1910-10-02,Glacial core drilling
31511,8907,4433,2022-09-06,Deep cave exploration
31512,38662,10376,1968-12-18,Underwater exploration
31513,5104,1747,1952-07-29,Tropical rainforest expedition
31514,10160,26815,1986-02-11,Volcanic crater sampling
31515,10689,10098,1983-03-19,Underwater exploration
31516,20581,15080,1943-04-17,Desert dune survey
31517,142,11763,2024-11-26,Expedition in polar region
