institution_id,institution_name,institution_country
36418,International Lab for Astronomy,Austria
36419,Center for Advanced Space Exploration,Canada
36420,Royal Institute of Space Exploration,Australia
36421,National Institute of Cosmic Research,Australia
36422,Center for Advanced Geochemistry,Italy
36423,National Institute of Meteorite Studies,Spain
36424,University of Astronomy,Finland
36425,National Institute of Astronomy,Austria
36426,Center for Advanced Meteorite Studies,Netherlands
36427,Academy of Geoscience,Finland
36428,College of Astrophysics,Canada
36429,University of Space Exploration,Japan
36430,Global Research Center of Cosmic Research,Japan
36431,University of Astronomy,Brazil
36432,International Lab for Astronomy,Finland
36433,Royal Institute of Geology,France
36434,International Lab for Geochemistry,Norway
36435,National Institute of Geology,Norway
36436,Center for Advanced Astronomy,India
36437,College of Geoscience,Japan
36438,Global Research Center of Cosmic Research,Norway
36439,Center for Advanced Astrophysics,Spain
36440,National Institute of Geology,Switzerland
36441,Academy of Geochemistry,Switzerland
36442,Royal Institute of Cosmic Research,Italy
36443,Academy of Geochemistry,Denmark
36444,Global Research Center of Space Exploration,China
36445,National Institute of Cosmic Research,Germany
36446,National Institute of Meteorite Studies,India
36447,Center for Advanced Geochemistry,Belgium
36448,Center for Advanced Cosmic Research,Switzerland
36449,Royal Institute of Geochemistry,Sweden
36450,Center for Advanced Meteorite Studies,Japan
36451,Center for Advanced Geochemistry,Germany
36452,National Institute of Cosmic Research,Germany
36453,National Institute of Geoscience,Italy
36454,National Institute of Geochemistry,India
36455,University of Astrophysics,Japan
36456,Royal Institute of Astronomy,Netherlands
36457,Center for Advanced Geochemistry,Norway
36458,Center for Advanced Geochemistry,Norway
36459,Royal Institute of Planetary Science,Italy
36460,Royal Institute of Space Exploration,Finland
36461,University of Space Exploration,Austria
36462,College of Planetary Science,Austria
36463,College of Astronomy,Switzerland
36464,College of Astrophysics,Denmark
36465,International Lab for Astronomy,Denmark
36466,College of Astrophysics,Belgium
36467,Global Research Center of Cosmic Research,USA
36468,College of Astrophysics,Belgium
36469,College of Cosmic Research,Sweden
36470,National Institute of Astrophysics,Canada
36471,Center for Advanced Planetary Science,UK
36472,College of Geoscience,Australia
36473,University of Astrophysics,Finland
36474,National Institute of Cosmic Research,Italy
36475,Global Research Center of Geology,China
36476,Global Research Center of Astrophysics,France
36477,Academy of Geoscience,Germany
36478,Global Research Center of Planetary Science,Norway
36479,College of Cosmic Research,Netherlands
36480,College of Cosmic Research,Spain
36481,Global Research Center of Geology,UK
36482,International Lab for Meteorite Studies,India
36483,College of Planetary Science,Sweden
36484,Royal Institute of Planetary Science,Japan
36485,College of Astronomy,Australia
36486,International Lab for Space Exploration,Germany
36487,Academy of Astrophysics,Australia
36488,National Institute of Planetary Science,Austria
36489,College of Astrophysics,Australia
36490,National Institute of Astrophysics,Switzerland
36491,Royal Institute of Geochemistry,Italy
36492,Royal Institute of Astrophysics,China
36493,University of Planetary Science,Japan
36494,Academy of Geochemistry,Canada
36495,International Lab for Cosmic Research,Spain
36496,Global Research Center of Cosmic Research,USA
36497,University of Space Exploration,Finland
36498,College of Space Exploration,Finland
36499,College of Geology,Switzerland
36500,Royal Institute of Meteorite Studies,Denmark
36501,University of Geology,Austria
36502,Royal Institute of Geoscience,Spain
36503,Global Research Center of Geology,UK
36504,Global Research Center of Planetary Science,Netherlands
36505,University of Geology,Finland
36506,College of Space Exploration,Belgium
36507,Academy of Astrophysics,Finland
36508,Center for Advanced Space Exploration,Denmark
36509,International Lab for Astronomy,France
36510,International Lab for Geology,Belgium
36511,Global Research Center of Astrophysics,Spain
36512,National Institute of Space Exploration,USA
36513,Royal Institute of Geochemistry,Austria
36514,College of Space Exploration,UK
36515,College of Geology,France
36516,National Institute of Cosmic Research,Denmark
36517,Center for Advanced Astrophysics,Norway
36518,Academy of Space Exploration,India
36519,Global Research Center of Geology,Denmark
36520,Global Research Center of Meteorite Studies,Germany
36521,Academy of Cosmic Research,Brazil
36522,College of Geochemistry,Finland
36523,Academy of Geology,Spain
36524,National Institute of Astrophysics,Australia
36525,Royal Institute of Cosmic Research,Denmark
36526,National Institute of Meteorite Studies,Switzerland
36527,College of Meteorite Studies,Belgium
36528,National Institute of Cosmic Research,Switzerland
36529,Royal Institute of Meteorite Studies,Austria
36530,Global Research Center of Cosmic Research,Finland
36531,National Institute of Astrophysics,USA
36532,Academy of Geoscience,Denmark
36533,International Lab for Geochemistry,Brazil
36534,National Institute of Space Exploration,Germany
36535,Center for Advanced Astronomy,USA
36536,University of Astrophysics,Austria
36537,International Lab for Meteorite Studies,Norway
36538,Royal Institute of Space Exploration,USA
36539,Academy of Cosmic Research,Germany
36540,University of Geoscience,Norway
36541,Center for Advanced Meteorite Studies,Australia
36542,Global Research Center of Geoscience,Norway
36543,International Lab for Space Exploration,Brazil
36544,Center for Advanced Geochemistry,Sweden
36545,Academy of Astrophysics,Spain
36546,National Institute of Space Exploration,Austria
36547,International Lab for Astrophysics,Belgium
36548,Academy of Meteorite Studies,Denmark
36549,University of Space Exploration,Sweden
36550,Global Research Center of Meteorite Studies,Spain
36551,Academy of Geology,UK
36552,Center for Advanced Space Exploration,Switzerland
36553,College of Space Exploration,Canada
36554,Royal Institute of Geology,Belgium
36555,University of Astrophysics,Norway
36556,Global Research Center of Space Exploration,Switzerland
36557,Royal Institute of Geochemistry,Canada
36558,National Institute of Cosmic Research,Japan
36559,University of Geochemistry,Norway
36560,International Lab for Planetary Science,Brazil
36561,National Institute of Geology,India
36562,Global Research Center of Geology,Switzerland
36563,Center for Advanced Meteorite Studies,Italy
36564,National Institute of Geochemistry,Norway
36565,Global Research Center of Geology,Belgium
36566,International Lab for Meteorite Studies,Switzerland
36567,National Institute of Space Exploration,Belgium
36568,National Institute of Cosmic Research,Finland
36569,Academy of Space Exploration,Denmark
36570,College of Geology,India
36571,Academy of Meteorite Studies,Denmark
36572,Royal Institute of Geoscience,Japan
36573,National Institute of Astronomy,France
36574,University of Geoscience,UK
36575,University of Geology,France
36576,International Lab for Planetary Science,Germany
36577,College of Geoscience,France
36578,College of Space Exploration,Norway
36579,Center for Advanced Geology,Finland
36580,National Institute of Geoscience,China
36581,College of Meteorite Studies,UK
36582,Academy of Meteorite Studies,Belgium
36583,Center for Advanced Astronomy,China
36584,International Lab for Astrophysics,China
36585,College of Meteorite Studies,Sweden
36586,International Lab for Meteorite Studies,USA
36587,Royal Institute of Meteorite Studies,Italy
36588,International Lab for Meteorite Studies,Canada
36589,International Lab for Space Exploration,Germany
36590,Royal Institute of Planetary Science,Austria
36591,Center for Advanced Meteorite Studies,Netherlands
36592,University of Astrophysics,Germany
36593,Royal Institute of Geoscience,Sweden
36594,International Lab for Astrophysics,France
36595,Global Research Center of Geochemistry,Italy
36596,Royal Institute of Astronomy,Australia
36597,Academy of Astronomy,Norway
36598,Global Research Center of Geochemistry,Austria
36599,Global Research Center of Cosmic Research,UK
36600,Academy of Meteorite Studies,Italy
36601,National Institute of Cosmic Research,Austria
36602,Center for Advanced Cosmic Research,Norway
36603,College of Cosmic Research,Switzerland
36604,Center for Advanced Space Exploration,China
36605,Royal Institute of Planetary Science,Denmark
36606,Academy of Space Exploration,Canada
36607,Royal Institute of Meteorite Studies,Spain
36608,International Lab for Astronomy,Netherlands
36609,Academy of Geology,USA
36610,Center for Advanced Geoscience,France
36611,Center for Advanced Astrophysics,Japan
36612,College of Astrophysics,Sweden
36613,National Institute of Geochemistry,Germany
36614,Royal Institute of Geoscience,Spain
36615,Academy of Geology,Canada
36616,Academy of Geoscience,Australia
36617,Royal Institute of Geochemistry,Italy
36618,Royal Institute of Planetary Science,USA
36619,University of Geoscience,Switzerland
36620,College of Astrophysics,Japan
36621,Center for Advanced Astrophysics,USA
36622,University of Space Exploration,Netherlands
36623,Academy of Space Exploration,Italy
36624,National Institute of Astrophysics,USA
36625,National Institute of Geoscience,Denmark
36626,Academy of Planetary Science,Netherlands
36627,Global Research Center of Planetary Science,Australia
36628,Center for Advanced Geoscience,Italy
36629,Royal Institute of Space Exploration,India
36630,Center for Advanced Geoscience,Finland
36631,Royal Institute of Geochemistry,Brazil
36632,Center for Advanced Astronomy,Germany
36633,Center for Advanced Geochemistry,Belgium
36634,National Institute of Geoscience,UK
36635,University of Astronomy,Brazil
36636,College of Planetary Science,Finland
36637,University of Astrophysics,Germany
36638,Center for Advanced Geochemistry,Denmark
36639,Global Research Center of Geochemistry,Australia
36640,National Institute of Geology,Brazil
36641,Center for Advanced Geology,Austria
36642,College of Planetary Science,Sweden
36643,Center for Advanced Astrophysics,Germany
36644,National Institute of Geology,Switzerland
36645,International Lab for Geoscience,Norway
36646,Center for Advanced Astrophysics,Sweden
36647,Center for Advanced Geoscience,Italy
36648,Center for Advanced Geoscience,Netherlands
36649,Center for Advanced Geoscience,Belgium
36650,Global Research Center of Astronomy,France
36651,Center for Advanced Geochemistry,Netherlands
36652,College of Geology,Spain
36653,Center for Advanced Space Exploration,Brazil
36654,Royal Institute of Astrophysics,Germany
36655,University of Meteorite Studies,Australia
36656,Center for Advanced Planetary Science,Brazil
36657,International Lab for Geology,Brazil
36658,Royal Institute of Geoscience,Belgium
36659,Royal Institute of Geoscience,Japan
36660,International Lab for Planetary Science,Norway
36661,Global Research Center of Geoscience,Japan
36662,Center for Advanced Astrophysics,Austria
36663,College of Geoscience,France
36664,Center for Advanced Geology,Japan
36665,Royal Institute of Space Exploration,Italy
36666,International Lab for Planetary Science,Sweden
36667,College of Cosmic Research,Finland
36668,Academy of Cosmic Research,UK
36669,College of Planetary Science,China
36670,International Lab for Geology,UK
36671,Global Research Center of Astrophysics,France
36672,College of Geology,Sweden
36673,National Institute of Astronomy,China
36674,Royal Institute of Meteorite Studies,Japan
36675,College of Geoscience,Austria
36676,University of Geology,Australia
36677,Center for Advanced Astronomy,France
36678,University of Planetary Science,China
36679,Academy of Geochemistry,USA
36680,College of Geology,Japan
36681,International Lab for Geoscience,USA
36682,National Institute of Geochemistry,UK
36683,National Institute of Astrophysics,Canada
36684,Global Research Center of Astrophysics,USA
36685,National Institute of Space Exploration,Switzerland
36686,Royal Institute of Geoscience,Netherlands
36687,International Lab for Geology,Sweden
36688,International Lab for Geology,Brazil
36689,Royal Institute of Geoscience,Japan
36690,Academy of Geochemistry,Spain
36691,Global Research Center of Geology,China
36692,Global Research Center of Planetary Science,Denmark
36693,Center for Advanced Astrophysics,Belgium
36694,College of Meteorite Studies,Sweden
36695,International Lab for Meteorite Studies,France
36696,Academy of Astrophysics,France
36697,National Institute of Astronomy,Sweden
36698,Royal Institute of Astronomy,Belgium
36699,Global Research Center of Space Exploration,Denmark
36700,Global Research Center of Astrophysics,Austria
36701,International Lab for Geology,Finland
36702,Academy of Space Exploration,Norway
36703,Royal Institute of Geochemistry,Switzerland
36704,International Lab for Astronomy,China
36705,College of Space Exploration,Norway
36706,College of Cosmic Research,Belgium
36707,College of Geology,Austria
36708,Royal Institute of Meteorite Studies,China
36709,College of Astrophysics,Switzerland
36710,Center for Advanced Geoscience,Denmark
36711,Academy of Space Exploration,USA
36712,College of Planetary Science,Spain
36713,Center for Advanced Geoscience,Finland
36714,Center for Advanced Meteorite Studies,Norway
36715,International Lab for Geoscience,Sweden
36716,Academy of Astrophysics,Australia
36717,Global Research Center of Astronomy,Spain
36718,International Lab for Geoscience,Italy
36719,University of Planetary Science,Finland
36720,Royal Institute of Meteorite Studies,China
36721,University of Planetary Science,Austria
36722,College of Geoscience,France
36723,University of Meteorite Studies,Sweden
36724,Academy of Planetary Science,France
36725,Center for Advanced Space Exploration,Belgium
36726,Global Research Center of Space Exploration,Canada
36727,Global Research Center of Meteorite Studies,Austria
36728,National Institute of Geoscience,Belgium
36729,Academy of Astronomy,USA
36730,Global Research Center of Space Exploration,Canada
36731,University of Geology,India
36732,College of Cosmic Research,Norway
36733,Academy of Geochemistry,France
36734,International Lab for Geochemistry,India
36735,Global Research Center of Space Exploration,Sweden
36736,College of Geology,Switzerland
36737,Center for Advanced Planetary Science,Belgium
36738,University of Space Exploration,Australia
36739,Royal Institute of Astronomy,Austria
36740,International Lab for Space Exploration,Sweden
36741,International Lab for Space Exploration,France
36742,University of Meteorite Studies,Brazil
36743,Center for Advanced Meteorite Studies,China
36744,Global Research Center of Planetary Science,Netherlands
36745,Center for Advanced Geology,Norway
36746,College of Geochemistry,UK
36747,International Lab for Geochemistry,Canada
36748,National Institute of Planetary Science,Canada
36749,Royal Institute of Space Exploration,Germany
36750,Center for Advanced Astronomy,Switzerland
36751,National Institute of Space Exploration,Switzerland
36752,College of Geoscience,Sweden
36753,Academy of Planetary Science,Denmark
36754,University of Geochemistry,Italy
36755,University of Geology,Austria
36756,University of Astronomy,Netherlands
36757,Academy of Geoscience,Spain
36758,Center for Advanced Meteorite Studies,Canada
36759,National Institute of Astrophysics,Austria
36760,College of Geochemistry,France
36761,University of Meteorite Studies,France
36762,University of Meteorite Studies,Italy
36763,National Institute of Geochemistry,Spain
36764,Global Research Center of Planetary Science,Finland
36765,National Institute of Geochemistry,Italy
36766,Academy of Astrophysics,Denmark
36767,Academy of Meteorite Studies,Finland
36768,Global Research Center of Geoscience,Denmark
36769,Global Research Center of Space Exploration,UK
36770,Center for Advanced Space Exploration,China
36771,Global Research Center of Astronomy,Belgium
36772,National Institute of Space Exploration,Austria
36773,College of Geology,Japan
36774,Academy of Astronomy,France
36775,College of Planetary Science,Italy
36776,Center for Advanced Cosmic Research,Norway
36777,Royal Institute of Planetary Science,Norway
36778,Royal Institute of Meteorite Studies,UK
36779,Royal Institute of Planetary Science,Switzerland
36780,University of Space Exploration,UK
36781,Academy of Space Exploration,Netherlands
36782,University of Cosmic Research,Denmark
36783,University of Meteorite Studies,Belgium
36784,College of Astronomy,Spain
36785,Center for Advanced Space Exploration,Spain
36786,Royal Institute of Geoscience,Canada
36787,National Institute of Meteorite Studies,Netherlands
36788,International Lab for Geochemistry,Canada
36789,University of Meteorite Studies,Italy
36790,Academy of Meteorite Studies,UK
36791,University of Planetary Science,Germany
36792,Royal Institute of Astronomy,Finland
36793,University of Geoscience,Spain
36794,International Lab for Geoscience,Sweden
36795,Academy of Geoscience,Japan
36796,National Institute of Geochemistry,India
36797,University of Planetary Science,Canada
36798,Global Research Center of Geoscience,Brazil
36799,Global Research Center of Geology,Finland
36800,National Institute of Astronomy,Netherlands
36801,Academy of Astrophysics,Belgium
36802,Academy of Meteorite Studies,Spain
36803,National Institute of Astrophysics,Belgium
36804,College of Geoscience,USA
36805,Academy of Astrophysics,Italy
36806,International Lab for Cosmic Research,Australia
36807,College of Meteorite Studies,Brazil
36808,Royal Institute of Cosmic Research,Spain
36809,Academy of Geoscience,Austria
36810,National Institute of Planetary Science,Spain
36811,Academy of Space Exploration,Brazil
36812,Global Research Center of Meteorite Studies,Denmark
36813,Global Research Center of Astrophysics,France
36814,College of Meteorite Studies,Netherlands
36815,Academy of Geochemistry,Switzerland
36816,College of Space Exploration,Switzerland
36817,Royal Institute of Geoscience,UK
36818,National Institute of Geology,Finland
36819,National Institute of Geoscience,India
36820,International Lab for Geology,Canada
36821,International Lab for Space Exploration,Finland
36822,College of Geology,Australia
36823,National Institute of Geochemistry,Finland
36824,Center for Advanced Planetary Science,Italy
36825,Royal Institute of Astronomy,Netherlands
36826,Academy of Planetary Science,Sweden
36827,Academy of Astrophysics,Sweden
36828,International Lab for Astronomy,France
36829,Center for Advanced Cosmic Research,USA
36830,International Lab for Astrophysics,Norway
36831,Global Research Center of Meteorite Studies,China
36832,Academy of Astrophysics,Canada
36833,Center for Advanced Geoscience,Spain
36834,National Institute of Cosmic Research,Japan
36835,University of Geoscience,Finland
36836,Center for Advanced Geochemistry,Belgium
36837,International Lab for Astronomy,USA
36838,College of Geoscience,Norway
36839,National Institute of Geology,Belgium
36840,International Lab for Geoscience,UK
36841,International Lab for Cosmic Research,Switzerland
36842,Royal Institute of Cosmic Research,India
36843,National Institute of Astrophysics,Switzerland
36844,Global Research Center of Planetary Science,Netherlands
36845,National Institute of Meteorite Studies,Austria
36846,University of Cosmic Research,Canada
36847,National Institute of Cosmic Research,UK
36848,University of Geoscience,Denmark
36849,Academy of Geochemistry,Japan
36850,College of Astrophysics,Germany
36851,Global Research Center of Geochemistry,France
36852,College of Meteorite Studies,Denmark
36853,Academy of Geochemistry,UK
36854,Center for Advanced Planetary Science,USA
36855,Academy of Astrophysics,China
36856,Center for Advanced Cosmic Research,Denmark
36857,Royal Institute of Planetary Science,India
36858,College of Space Exploration,Finland
36859,International Lab for Astronomy,Italy
36860,Academy of Astronomy,Germany
36861,Royal Institute of Astronomy,Japan
36862,Royal Institute of Planetary Science,Austria
36863,Academy of Planetary Science,Japan
36864,Academy of Geoscience,Switzerland
36865,Academy of Space Exploration,Norway
36866,College of Geology,Belgium
36867,University of Geology,Brazil
36868,Royal Institute of Geoscience,Italy
36869,International Lab for Space Exploration,Denmark
36870,College of Geoscience,Denmark
36871,Royal Institute of Geoscience,Brazil
36872,Center for Advanced Astrophysics,Canada
36873,National Institute of Meteorite Studies,Australia
36874,International Lab for Astrophysics,Spain
36875,National Institute of Astrophysics,France
36876,International Lab for Astrophysics,UK
36877,National Institute of Planetary Science,UK
36878,International Lab for Planetary Science,Sweden
36879,University of Planetary Science,UK
36880,Academy of Geochemistry,Canada
36881,National Institute of Astronomy,Canada
36882,College of Astrophysics,Netherlands
36883,National Institute of Geochemistry,Switzerland
36884,Global Research Center of Geology,Finland
36885,Royal Institute of Geology,Switzerland
36886,University of Astrophysics,USA
36887,College of Meteorite Studies,USA
36888,National Institute of Space Exploration,Australia
36889,National Institute of Space Exploration,Switzerland
36890,Royal Institute of Astrophysics,India
36891,International Lab for Astronomy,Switzerland
36892,Global Research Center of Planetary Science,Netherlands
36893,Royal Institute of Space Exploration,Japan
36894,Global Research Center of Geochemistry,Australia
36895,Global Research Center of Geochemistry,Sweden
36896,Academy of Cosmic Research,France
36897,Academy of Geoscience,Belgium
36898,College of Cosmic Research,Sweden
36899,International Lab for Space Exploration,USA
36900,Academy of Geoscience,Belgium
36901,Academy of Planetary Science,Sweden
36902,University of Astrophysics,Brazil
36903,College of Geochemistry,UK
36904,College of Meteorite Studies,Denmark
36905,Academy of Planetary Science,Italy
36906,University of Geochemistry,Japan
36907,Academy of Astronomy,USA
36908,College of Astronomy,Belgium
36909,College of Astronomy,UK
36910,Academy of Astronomy,Austria
36911,Royal Institute of Astrophysics,Canada
36912,Royal Institute of Geochemistry,Austria
36913,Academy of Cosmic Research,Brazil
36914,Royal Institute of Space Exploration,Japan
36915,National Institute of Astronomy,Italy
36916,Royal Institute of Geochemistry,Germany
36917,Royal Institute of Planetary Science,Brazil
36918,Academy of Cosmic Research,Belgium
36919,Royal Institute of Astronomy,USA
36920,Center for Advanced Meteorite Studies,Finland
36921,Academy of Space Exploration,Switzerland
36922,National Institute of Astrophysics,Switzerland
36923,International Lab for Astronomy,Netherlands
36924,Academy of Geoscience,Germany
36925,National Institute of Cosmic Research,India
36926,University of Geology,Brazil
36927,University of Space Exploration,Australia
36928,Global Research Center of Space Exploration,Denmark
36929,Global Research Center of Space Exploration,Switzerland
36930,National Institute of Planetary Science,USA
36931,University of Astronomy,Japan
36932,Center for Advanced Space Exploration,Australia
36933,Academy of Space Exploration,Spain
36934,Global Research Center of Geology,Spain
36935,College of Meteorite Studies,Norway
36936,Global Research Center of Planetary Science,Denmark
36937,National Institute of Meteorite Studies,Denmark
36938,Royal Institute of Geoscience,Austria
36939,College of Astrophysics,Austria
36940,Royal Institute of Geochemistry,Brazil
36941,National Institute of Astrophysics,Japan
36942,Royal Institute of Astrophysics,Finland
36943,Royal Institute of Astrophysics,Germany
36944,Royal Institute of Geoscience,UK
36945,University of Geoscience,UK
36946,Global Research Center of Meteorite Studies,Belgium
36947,Academy of Geochemistry,Denmark
36948,College of Astronomy,Finland
36949,Academy of Geochemistry,Japan
36950,Center for Advanced Geology,Sweden
36951,National Institute of Astronomy,China
36952,Global Research Center of Cosmic Research,Finland
36953,National Institute of Geology,China
36954,Royal Institute of Astrophysics,Spain
36955,International Lab for Astronomy,Netherlands
36956,Global Research Center of Meteorite Studies,Japan
36957,Royal Institute of Geoscience,Norway
36958,Center for Advanced Astronomy,Switzerland
36959,Global Research Center of Space Exploration,Denmark
36960,Center for Advanced Planetary Science,Brazil
36961,Center for Advanced Space Exploration,Netherlands
36962,National Institute of Astrophysics,France
36963,Center for Advanced Meteorite Studies,Japan
36964,Center for Advanced Geoscience,Netherlands
36965,College of Planetary Science,Spain
36966,Global Research Center of Geochemistry,USA
36967,Center for Advanced Astrophysics,Switzerland
36968,National Institute of Geology,India
36969,Center for Advanced Astronomy,Sweden
36970,Royal Institute of Meteorite Studies,Denmark
36971,International Lab for Geoscience,Canada
36972,Academy of Meteorite Studies,Canada
36973,University of Planetary Science,Austria
36974,Global Research Center of Geoscience,UK
36975,National Institute of Astrophysics,Germany
36976,Academy of Geochemistry,Germany
36977,National Institute of Geology,Sweden
36978,Academy of Space Exploration,Australia
36979,Center for Advanced Astrophysics,Japan
36980,University of Astrophysics,Italy
36981,University of Astronomy,Brazil
36982,University of Geoscience,Germany
36983,International Lab for Cosmic Research,Italy
36984,National Institute of Geology,Austria
36985,Center for Advanced Geochemistry,Canada
36986,Global Research Center of Cosmic Research,France
36987,Academy of Astronomy,Norway
36988,National Institute of Meteorite Studies,Japan
36989,National Institute of Cosmic Research,Canada
36990,Academy of Geoscience,China
36991,University of Planetary Science,Netherlands
36992,Center for Advanced Geology,China
36993,National Institute of Meteorite Studies,Sweden
36994,Royal Institute of Astronomy,UK
36995,Center for Advanced Space Exploration,Brazil
36996,University of Astrophysics,China
36997,National Institute of Meteorite Studies,Canada
36998,Royal Institute of Space Exploration,Spain
36999,National Institute of Geoscience,Switzerland
37000,Center for Advanced Meteorite Studies,Norway
37001,College of Geoscience,Denmark
37002,Global Research Center of Geology,Canada
37003,University of Astrophysics,Italy
37004,Royal Institute of Geoscience,Austria
37005,Academy of Geology,Japan
37006,International Lab for Planetary Science,Norway
37007,Global Research Center of Astronomy,Australia
37008,International Lab for Geoscience,Japan
37009,International Lab for Geology,Canada
37010,Royal Institute of Meteorite Studies,Belgium
37011,College of Geoscience,Belgium
37012,Center for Advanced Astronomy,Brazil
37013,Royal Institute of Astronomy,Japan
37014,Center for Advanced Cosmic Research,UK
37015,College of Cosmic Research,Finland
37016,International Lab for Planetary Science,Japan
37017,Academy of Geology,Italy
37018,Academy of Planetary Science,Japan
37019,College of Geoscience,Norway
37020,International Lab for Space Exploration,USA
37021,College of Geochemistry,Australia
37022,University of Space Exploration,Canada
37023,Center for Advanced Astronomy,USA
37024,University of Geochemistry,Sweden
37025,Center for Advanced Astrophysics,Brazil
37026,College of Astrophysics,Austria
37027,Academy of Geochemistry,Netherlands
37028,Global Research Center of Space Exploration,Switzerland
37029,Royal Institute of Geoscience,Switzerland
37030,National Institute of Geoscience,USA
37031,International Lab for Geochemistry,Switzerland
37032,National Institute of Geoscience,UK
37033,Royal Institute of Planetary Science,UK
37034,Center for Advanced Geochemistry,China
37035,University of Geoscience,Sweden
37036,Global Research Center of Geochemistry,Netherlands
37037,Royal Institute of Geology,Finland
37038,Academy of Cosmic Research,Belgium
37039,College of Astronomy,Denmark
37040,Royal Institute of Space Exploration,Netherlands
37041,Academy of Geochemistry,Spain
37042,Global Research Center of Planetary Science,France
37043,College of Geochemistry,Denmark
37044,University of Cosmic Research,Australia
37045,Royal Institute of Geoscience,Spain
37046,Center for Advanced Astronomy,Austria
37047,Center for Advanced Geochemistry,Denmark
37048,Global Research Center of Meteorite Studies,Japan
37049,Royal Institute of Geochemistry,Switzerland
37050,National Institute of Cosmic Research,UK
37051,Global Research Center of Astrophysics,Italy
37052,National Institute of Geoscience,Austria
37053,Global Research Center of Astronomy,Brazil
37054,Royal Institute of Planetary Science,Germany
37055,Royal Institute of Geology,USA
37056,College of Planetary Science,Switzerland
37057,University of Astronomy,India
37058,International Lab for Cosmic Research,Spain
37059,International Lab for Geology,Belgium
37060,Center for Advanced Space Exploration,Brazil
37061,International Lab for Cosmic Research,USA
37062,College of Astronomy,China
37063,Center for Advanced Meteorite Studies,Denmark
37064,International Lab for Astrophysics,Japan
37065,Center for Advanced Space Exploration,Austria
37066,Academy of Planetary Science,Australia
37067,University of Astrophysics,Belgium
37068,Academy of Geology,Austria
37069,University of Geochemistry,Brazil
37070,University of Space Exploration,Belgium
37071,Center for Advanced Geology,Japan
37072,Center for Advanced Cosmic Research,Spain
37073,National Institute of Meteorite Studies,UK
37074,Global Research Center of Geoscience,USA
37075,National Institute of Cosmic Research,Austria
37076,National Institute of Astrophysics,Belgium
37077,Center for Advanced Space Exploration,Denmark
37078,Academy of Meteorite Studies,Canada
37079,Global Research Center of Astronomy,USA
37080,Academy of Cosmic Research,France
37081,International Lab for Geochemistry,Norway
37082,Academy of Space Exploration,Denmark
37083,Academy of Astrophysics,Norway
37084,Center for Advanced Meteorite Studies,Switzerland
37085,National Institute of Space Exploration,Italy
37086,Academy of Geochemistry,Finland
37087,Global Research Center of Geochemistry,Austria
37088,Global Research Center of Cosmic Research,Norway
37089,Center for Advanced Planetary Science,Denmark
37090,Royal Institute of Astrophysics,Denmark
37091,Academy of Geology,Spain
37092,University of Geochemistry,Netherlands
37093,Global Research Center of Cosmic Research,Sweden
37094,Global Research Center of Geoscience,Norway
37095,Royal Institute of Geology,UK
37096,University of Geochemistry,Japan
37097,National Institute of Geoscience,Belgium
37098,College of Meteorite Studies,Finland
37099,Global Research Center of Meteorite Studies,China
37100,National Institute of Geology,Spain
37101,Royal Institute of Geoscience,China
37102,Academy of Geochemistry,Australia
37103,Center for Advanced Astrophysics,Denmark
37104,International Lab for Cosmic Research,Germany
37105,Center for Advanced Astronomy,Finland
37106,University of Astrophysics,Japan
37107,Center for Advanced Astrophysics,India
37108,University of Geology,Netherlands
37109,Global Research Center of Planetary Science,Sweden
37110,International Lab for Geology,Germany
37111,College of Cosmic Research,UK
37112,Royal Institute of Astronomy,Canada
37113,International Lab for Cosmic Research,Germany
37114,Center for Advanced Meteorite Studies,China
37115,International Lab for Astrophysics,Netherlands
37116,International Lab for Geoscience,Italy
37117,Global Research Center of Astronomy,Norway
37118,Academy of Meteorite Studies,Japan
37119,Global Research Center of Geoscience,Belgium
37120,University of Geochemistry,France
37121,National Institute of Astrophysics,Norway
37122,University of Astrophysics,Brazil
37123,International Lab for Astronomy,China
37124,College of Meteorite Studies,Canada
37125,College of Cosmic Research,Switzerland
37126,Center for Advanced Meteorite Studies,Denmark
37127,University of Geochemistry,China
37128,Academy of Geology,UK
37129,University of Cosmic Research,Australia
37130,International Lab for Astronomy,Australia
37131,University of Planetary Science,India
37132,College of Cosmic Research,Australia
37133,College of Planetary Science,UK
37134,Royal Institute of Astrophysics,Netherlands
37135,Global Research Center of Geoscience,France
37136,University of Meteorite Studies,Japan
37137,National Institute of Astronomy,China
37138,University of Geochemistry,Sweden
37139,National Institute of Planetary Science,Norway
37140,Academy of Geoscience,China
37141,College of Astrophysics,Brazil
37142,University of Meteorite Studies,Australia
37143,University of Geochemistry,Australia
37144,Royal Institute of Geology,Austria
37145,National Institute of Astronomy,UK
37146,Global Research Center of Astrophysics,Australia
37147,College of Geoscience,Canada
37148,International Lab for Geology,Spain
37149,College of Astrophysics,Canada
37150,Academy of Geochemistry,Denmark
37151,Academy of Geochemistry,Italy
37152,International Lab for Geoscience,Australia
37153,Center for Advanced Cosmic Research,Switzerland
37154,National Institute of Geology,Sweden
37155,University of Astrophysics,Norway
37156,College of Space Exploration,Italy
37157,Academy of Meteorite Studies,USA
37158,National Institute of Geoscience,Finland
37159,College of Geochemistry,Austria
37160,Global Research Center of Geoscience,India
37161,International Lab for Geoscience,Germany
37162,National Institute of Geochemistry,Japan
37163,National Institute of Planetary Science,Brazil
